tahun,kode_prov,nama_prov,kelas_kode,kelas,jenis_bbm,n_tertimbang,pct_dalam_kelas
2020,32,JAWA BARAT,5,Lower MC,Pertalite,6684596,54.2239
2020,32,JAWA BARAT,5,Lower MC,Pertamax,3129806,25.3883
2020,32,JAWA BARAT,5,Lower MC,Pertamax Turbo,362490,2.9404
2020,32,JAWA BARAT,5,Lower MC,Premium,1147631,9.3093
2020,32,JAWA BARAT,5,Lower MC,Tidak beli,1003249,8.1381
2020,32,JAWA BARAT,6,Middle MC,Pertalite,810682,47.8971
2020,32,JAWA BARAT,6,Middle MC,Pertamax,526531,31.1087
2020,32,JAWA BARAT,6,Middle MC,Pertamax Turbo,233736,13.8097
2020,32,JAWA BARAT,6,Middle MC,Premium,7243,0.4279
2020,32,JAWA BARAT,6,Middle MC,Tidak beli,114359,6.7566
2020,32,JAWA BARAT,7,Upper MC,Pertalite,113220,35.3053
2020,32,JAWA BARAT,7,Upper MC,Pertamax,127374,39.719
2020,32,JAWA BARAT,7,Upper MC,Pertamax Turbo,56771,17.7029
2020,32,JAWA BARAT,7,Upper MC,Premium,233,0.0727
2020,32,JAWA BARAT,7,Upper MC,Tidak beli,23090,7.2001
2020,32,JAWA BARAT,8,Upper Class,Pertalite,58948,17.7318
2020,32,JAWA BARAT,8,Upper Class,Pertamax,204143,61.4069
2020,32,JAWA BARAT,8,Upper Class,Pertamax Turbo,48451,14.5742
2020,32,JAWA BARAT,8,Upper Class,Tidak beli,20901,6.2871
2020,33,JAWA TENGAH,1,Poor,Pertalite,1459007,36.6502
2020,33,JAWA TENGAH,1,Poor,Pertamax,1375194,34.5448
2020,33,JAWA TENGAH,1,Poor,Pertamax Turbo,90206,2.266
2020,33,JAWA TENGAH,1,Poor,Premium,166814,4.1904
2020,33,JAWA TENGAH,1,Poor,Tidak beli,889679,22.3487
2020,33,JAWA TENGAH,2,Vulnerable,Pertalite,3958152,52.2293
2020,33,JAWA TENGAH,2,Vulnerable,Pertamax,1271047,16.7719
2020,33,JAWA TENGAH,2,Vulnerable,Pertamax Turbo,70560,0.9311
2020,33,JAWA TENGAH,2,Vulnerable,Premium,1360691,17.9548
2020,33,JAWA TENGAH,2,Vulnerable,Tidak beli,917966,12.1129
2020,33,JAWA TENGAH,3,Lower AMC,Pertalite,6264899,59.818
2020,33,JAWA TENGAH,3,Lower AMC,Pertamax,1441745,13.766
2020,33,JAWA TENGAH,3,Lower AMC,Pertamax Turbo,14290,0.1364
2020,33,JAWA TENGAH,3,Lower AMC,Premium,1851418,17.6776
2020,33,JAWA TENGAH,3,Lower AMC,Tidak beli,900911,8.602
2020,33,JAWA TENGAH,4,Upper AMC,Pertalite,2550082,43.6479
2020,33,JAWA TENGAH,4,Upper AMC,Pertamax,1908110,32.6597
2020,33,JAWA TENGAH,4,Upper AMC,Pertamax Turbo,120876,2.0689
2020,33,JAWA TENGAH,4,Upper AMC,Premium,867240,14.8439
2020,33,JAWA TENGAH,4,Upper AMC,Tidak beli,396083,6.7795
2020,33,JAWA TENGAH,5,Lower MC,Pertalite,3667543,57.6413
2020,33,JAWA TENGAH,5,Lower MC,Pertamax,2075170,32.6146
2020,33,JAWA TENGAH,5,Lower MC,Pertamax Turbo,109958,1.7282
2020,33,JAWA TENGAH,5,Lower MC,Premium,200749,3.1551
2020,33,JAWA TENGAH,5,Lower MC,Tidak beli,309277,4.8608
2020,33,JAWA TENGAH,6,Middle MC,Pertalite,295288,62.0228
2020,33,JAWA TENGAH,6,Middle MC,Pertamax,136651,28.7024
2020,33,JAWA TENGAH,6,Middle MC,Pertamax Turbo,5406,1.1355
2020,33,JAWA TENGAH,6,Middle MC,Premium,19290,4.0517
2020,33,JAWA TENGAH,6,Middle MC,Tidak beli,19461,4.0876
2020,33,JAWA TENGAH,7,Upper MC,Pertalite,42042,57.6684
2020,33,JAWA TENGAH,7,Upper MC,Pertamax,22374,30.6901
2020,33,JAWA TENGAH,7,Upper MC,Pertamax Turbo,1281,1.7571
2020,33,JAWA TENGAH,7,Upper MC,Premium,5117,7.0189
2020,33,JAWA TENGAH,7,Upper MC,Tidak beli,2089,2.8655
2020,33,JAWA TENGAH,8,Upper Class,Pertalite,63552,64.9205
2020,33,JAWA TENGAH,8,Upper Class,Pertamax,30889,31.5542
2020,33,JAWA TENGAH,8,Upper Class,Pertamax Turbo,651,0.665
2020,33,JAWA TENGAH,8,Upper Class,Premium,1917,1.9583
2020,33,JAWA TENGAH,8,Upper Class,Tidak beli,883,0.902
2020,34,DI YOGYAKARTA,1,Poor,Pertalite,159712,33.5728
2020,34,DI YOGYAKARTA,1,Poor,Pertamax,227042,47.7261
2020,34,DI YOGYAKARTA,1,Poor,Pertamax Turbo,11366,2.3892
2020,34,DI YOGYAKARTA,1,Poor,Premium,8123,1.7075
2020,34,DI YOGYAKARTA,1,Poor,Tidak beli,69476,14.6044
2020,34,DI YOGYAKARTA,2,Vulnerable,Pertalite,55295,6.6917
2020,34,DI YOGYAKARTA,2,Vulnerable,Pertamax,566333,68.5371
2020,34,DI YOGYAKARTA,2,Vulnerable,Pertamax Turbo,139097,16.8334
2020,34,DI YOGYAKARTA,2,Vulnerable,Premium,2181,0.2639
2020,34,DI YOGYAKARTA,2,Vulnerable,Tidak beli,63410,7.6738
2020,34,DI YOGYAKARTA,3,Lower AMC,Pertalite,576811,56.1498
2020,34,DI YOGYAKARTA,3,Lower AMC,Pertamax,285860,27.8271
2020,34,DI YOGYAKARTA,3,Lower AMC,Pertamax Turbo,7254,0.7061
2020,34,DI YOGYAKARTA,3,Lower AMC,Premium,97608,9.5017
2020,34,DI YOGYAKARTA,3,Lower AMC,Tidak beli,59738,5.8152
2020,34,DI YOGYAKARTA,4,Upper AMC,Pertalite,323056,62.0782
2020,34,DI YOGYAKARTA,4,Upper AMC,Pertamax,75315,14.4725
2020,34,DI YOGYAKARTA,4,Upper AMC,Pertamax Turbo,3894,0.7483
2020,34,DI YOGYAKARTA,4,Upper AMC,Premium,92738,17.8205
2020,34,DI YOGYAKARTA,4,Upper AMC,Tidak beli,25399,4.8806
2020,34,DI YOGYAKARTA,5,Lower MC,Pertalite,497387,58.9291
2020,34,DI YOGYAKARTA,5,Lower MC,Pertamax,208939,24.7545
2020,34,DI YOGYAKARTA,5,Lower MC,Pertamax Turbo,7761,0.9195
2020,34,DI YOGYAKARTA,5,Lower MC,Premium,93564,11.0852
2020,34,DI YOGYAKARTA,5,Lower MC,Tidak beli,36392,4.3116
2020,34,DI YOGYAKARTA,6,Middle MC,Pertalite,77623,60.2827
2020,34,DI YOGYAKARTA,6,Middle MC,Pertamax,38716,30.0672
2020,34,DI YOGYAKARTA,6,Middle MC,Pertamax Turbo,817,0.6345
2020,34,DI YOGYAKARTA,6,Middle MC,Premium,4531,3.5188
2020,34,DI YOGYAKARTA,6,Middle MC,Tidak beli,7078,5.4968
2020,34,DI YOGYAKARTA,7,Upper MC,Pertalite,20431,70.0435
2020,34,DI YOGYAKARTA,7,Upper MC,Pertamax,6214,21.3034
2020,34,DI YOGYAKARTA,7,Upper MC,Pertamax Turbo,650,2.2284
2020,34,DI YOGYAKARTA,7,Upper MC,Premium,212,0.7268
2020,34,DI YOGYAKARTA,7,Upper MC,Tidak beli,1662,5.6978
2020,34,DI YOGYAKARTA,8,Upper Class,Pertalite,13706,66.1008
2020,34,DI YOGYAKARTA,8,Upper Class,Pertamax,5726,27.6151
2020,34,DI YOGYAKARTA,8,Upper Class,Pertamax Turbo,197,0.9501
2020,34,DI YOGYAKARTA,8,Upper Class,Tidak beli,1106,5.334
2020,35,JAWA TIMUR,1,Poor,Pertalite,1471907,33.3078
2020,35,JAWA TIMUR,1,Poor,Pertamax,1809358,40.944
2020,35,JAWA TIMUR,1,Poor,Pertamax Turbo,37687,0.8528
2020,35,JAWA TIMUR,1,Poor,Premium,257387,5.8244
2020,35,JAWA TIMUR,1,Poor,Tidak beli,842766,19.071
2020,35,JAWA TIMUR,2,Vulnerable,Pertalite,3476316,38.5195
2020,35,JAWA TIMUR,2,Vulnerable,Pertamax,3548706,39.3216
2020,35,JAWA TIMUR,2,Vulnerable,Pertamax Turbo,25644,0.2841
2020,35,JAWA TIMUR,2,Vulnerable,Premium,1048922,11.6226
2020,35,JAWA TIMUR,2,Vulnerable,Tidak beli,925240,10.2522
2020,35,JAWA TIMUR,3,Lower AMC,Pertalite,6764201,55.9503
2020,35,JAWA TIMUR,3,Lower AMC,Pertamax,1582396,13.0888
2020,35,JAWA TIMUR,3,Lower AMC,Pertamax Turbo,7315,0.0605
2020,35,JAWA TIMUR,3,Lower AMC,Premium,2917029,24.1283
2020,35,JAWA TIMUR,3,Lower AMC,Tidak beli,818714,6.772
2020,35,JAWA TIMUR,4,Upper AMC,Pertalite,2893364,43.7372
2020,35,JAWA TIMUR,4,Upper AMC,Pertamax,1913801,28.9298
2020,35,JAWA TIMUR,4,Upper AMC,Pertamax Turbo,73148,1.1057
2020,35,JAWA TIMUR,4,Upper AMC,Premium,1397906,21.1313
2020,35,JAWA TIMUR,4,Upper AMC,Tidak beli,337117,5.096
2020,35,JAWA TIMUR,5,Lower MC,Pertalite,3960171,57.1345
2020,35,JAWA TIMUR,5,Lower MC,Pertamax,2025627,29.2243
2020,35,JAWA TIMUR,5,Lower MC,Pertamax Turbo,88913,1.2828
2020,35,JAWA TIMUR,5,Lower MC,Premium,591926,8.5399
2020,35,JAWA TIMUR,5,Lower MC,Tidak beli,264682,3.8186
2020,35,JAWA TIMUR,6,Middle MC,Pertalite,299731,54.2654
2020,35,JAWA TIMUR,6,Middle MC,Pertamax,183387,33.2017
2020,35,JAWA TIMUR,6,Middle MC,Pertamax Turbo,10265,1.8584
2020,35,JAWA TIMUR,6,Middle MC,Premium,39954,7.2335
2020,35,JAWA TIMUR,6,Middle MC,Tidak beli,19006,3.441
2020,35,JAWA TIMUR,7,Upper MC,Pertalite,56794,54.2933
2020,35,JAWA TIMUR,7,Upper MC,Pertamax,32142,30.7267
2020,35,JAWA TIMUR,7,Upper MC,Pertamax Turbo,1513,1.4464
2020,35,JAWA TIMUR,7,Upper MC,Premium,8425,8.054
2020,35,JAWA TIMUR,7,Upper MC,Tidak beli,5732,5.4796
2020,35,JAWA TIMUR,8,Upper Class,Pertalite,44201,43.2487
2020,35,JAWA TIMUR,8,Upper Class,Pertamax,41964,41.0599
2020,35,JAWA TIMUR,8,Upper Class,Pertamax Turbo,4309,4.2162
2020,35,JAWA TIMUR,8,Upper Class,Premium,8033,7.8599
2020,35,JAWA TIMUR,8,Upper Class,Tidak beli,3695,3.6154
2020,36,BANTEN,1,Poor,Pertalite,245920,31.6913
2020,36,BANTEN,1,Poor,Pertamax,162856,20.987
2020,36,BANTEN,1,Poor,Premium,88861,11.4514
2020,36,BANTEN,1,Poor,Tidak beli,278349,35.8704
2020,36,BANTEN,2,Vulnerable,Pertalite,892555,41.5369
2020,36,BANTEN,2,Vulnerable,Pertamax,467897,21.7746
2020,36,BANTEN,2,Vulnerable,Pertamax Turbo,363,0.0169
2020,36,BANTEN,2,Vulnerable,Premium,371511,17.2891
2020,36,BANTEN,2,Vulnerable,Tidak beli,416496,19.3825
2020,36,BANTEN,3,Lower AMC,Pertalite,2113888,47.8481
2020,36,BANTEN,3,Lower AMC,Pertamax,1258319,28.4822
2020,36,BANTEN,3,Lower AMC,Pertamax Turbo,16336,0.3698
2020,36,BANTEN,3,Lower AMC,Premium,557618,12.6217
2020,36,BANTEN,3,Lower AMC,Tidak beli,471753,10.6782
2020,36,BANTEN,4,Upper AMC,Pertalite,1048788,43.4001
2020,36,BANTEN,4,Upper AMC,Pertamax,757952,31.365
2020,36,BANTEN,4,Upper AMC,Pertamax Turbo,21072,0.872
2020,36,BANTEN,4,Upper AMC,Premium,463956,19.1991
2020,36,BANTEN,4,Upper AMC,Tidak beli,124789,5.1639
2020,36,BANTEN,5,Lower MC,Pertalite,1365109,45.6938
2020,36,BANTEN,5,Lower MC,Pertamax,977665,32.7251
2020,36,BANTEN,5,Lower MC,Pertamax Turbo,400410,13.4028
2020,36,BANTEN,5,Lower MC,Premium,155982,5.2211
2020,36,BANTEN,5,Lower MC,Tidak beli,88346,2.9572
2020,36,BANTEN,6,Middle MC,Pertalite,48038,19.4271
2020,36,BANTEN,6,Middle MC,Pertamax,148743,60.1534
2020,36,BANTEN,6,Middle MC,Pertamax Turbo,29097,11.7672
2020,36,BANTEN,6,Middle MC,Premium,5871,2.3743
2020,36,BANTEN,6,Middle MC,Tidak beli,15524,6.2781
2020,36,BANTEN,7,Upper MC,Pertalite,4429,7.6924
2020,36,BANTEN,7,Upper MC,Pertamax,32894,57.1314
2020,36,BANTEN,7,Upper MC,Pertamax Turbo,17525,30.438
2020,36,BANTEN,7,Upper MC,Premium,1973,3.4268
2020,36,BANTEN,7,Upper MC,Tidak beli,755,1.3113
2020,36,BANTEN,8,Upper Class,Pertalite,3362,6.6971
2020,36,BANTEN,8,Upper Class,Pertamax,32085,63.9131
2020,36,BANTEN,8,Upper Class,Pertamax Turbo,12727,25.3521
2020,36,BANTEN,8,Upper Class,Premium,1293,2.5756
2020,36,BANTEN,8,Upper Class,Tidak beli,734,1.4621
2020,51,BALI,1,Poor,Pertalite,61965,37.5104
2020,51,BALI,1,Poor,Pertamax,51124,30.9479
2020,51,BALI,1,Poor,Premium,20421,12.3618
2020,51,BALI,1,Poor,Tidak beli,31684,19.1799
2020,51,BALI,2,Vulnerable,Pertalite,273640,46.4755
2020,51,BALI,2,Vulnerable,Pertamax,193229,32.8184
2020,51,BALI,2,Vulnerable,Pertamax Turbo,8435,1.4326
2020,51,BALI,2,Vulnerable,Premium,76183,12.9391
2020,51,BALI,2,Vulnerable,Tidak beli,37296,6.3344
2020,51,BALI,3,Lower AMC,Pertalite,674056,54.7721
2020,51,BALI,3,Lower AMC,Pertamax,290374,23.5951
2020,51,BALI,3,Lower AMC,Pertamax Turbo,10668,0.8669
2020,51,BALI,3,Lower AMC,Premium,207720,16.8788
2020,51,BALI,3,Lower AMC,Tidak beli,47838,3.8872
2020,51,BALI,4,Upper AMC,Pertalite,437421,58.3682
2020,51,BALI,4,Upper AMC,Pertamax,83266,11.1108
2020,51,BALI,4,Upper AMC,Pertamax Turbo,2529,0.3375
2020,51,BALI,4,Upper AMC,Premium,197389,26.339
2020,51,BALI,4,Upper AMC,Tidak beli,28811,3.8445
2020,51,BALI,5,Lower MC,Pertalite,733760,51.4539
2020,51,BALI,5,Lower MC,Pertamax,306913,21.5218
2020,51,BALI,5,Lower MC,Pertamax Turbo,22122,1.5513
2020,51,BALI,5,Lower MC,Premium,327539,22.9682
2020,51,BALI,5,Lower MC,Tidak beli,35720,2.5048
2020,51,BALI,6,Middle MC,Pertalite,93093,53.518
2020,51,BALI,6,Middle MC,Pertamax,53177,30.5708
2020,51,BALI,6,Middle MC,Pertamax Turbo,2702,1.5533
2020,51,BALI,6,Middle MC,Premium,20525,11.7996
2020,51,BALI,6,Middle MC,Tidak beli,4450,2.5583
2020,51,BALI,7,Upper MC,Pertalite,10826,52.1258
2020,51,BALI,7,Upper MC,Pertamax,8370,40.3004
2020,51,BALI,7,Upper MC,Premium,1396,6.7216
2020,51,BALI,7,Upper MC,Tidak beli,177,0.8522
2020,51,BALI,8,Upper Class,Pertalite,7281,48.5562
2020,51,BALI,8,Upper Class,Pertamax,6821,45.4885
2020,51,BALI,8,Upper Class,Premium,255,1.7006
2020,51,BALI,8,Upper Class,Tidak beli,638,4.2548
2020,52,NUSA TENGGARA BARAT,1,Poor,Premium,388023,54.3536
2020,52,NUSA TENGGARA BARAT,1,Poor,Tidak beli,325863,45.6464
2020,52,NUSA TENGGARA BARAT,2,Vulnerable,Pertalite,468,0.0473
2020,52,NUSA TENGGARA BARAT,2,Vulnerable,Premium,729567,73.7325
2020,52,NUSA TENGGARA BARAT,2,Vulnerable,Tidak beli,259443,26.2202
2020,52,NUSA TENGGARA BARAT,3,Lower AMC,Pertalite,103561,7.6631
2020,52,NUSA TENGGARA BARAT,3,Lower AMC,Pertamax,9986,0.7389
2020,52,NUSA TENGGARA BARAT,3,Lower AMC,Pertamax Turbo,1548,0.1145
2020,52,NUSA TENGGARA BARAT,3,Lower AMC,Premium,960456,71.0698
2020,52,NUSA TENGGARA BARAT,3,Lower AMC,Tidak beli,275876,20.4137
2020,52,NUSA TENGGARA BARAT,4,Upper AMC,Pertalite,304734,37.3135
2020,52,NUSA TENGGARA BARAT,4,Upper AMC,Pertamax,77096,9.4401
2020,52,NUSA TENGGARA BARAT,4,Upper AMC,Pertamax Turbo,7896,0.9668
2020,52,NUSA TENGGARA BARAT,4,Upper AMC,Premium,305593,37.4187
2020,52,NUSA TENGGARA BARAT,4,Upper AMC,Tidak beli,121367,14.8609
2020,52,NUSA TENGGARA BARAT,5,Lower MC,Pertalite,508475,44.6944
2020,52,NUSA TENGGARA BARAT,5,Lower MC,Pertamax,150397,13.2197
2020,52,NUSA TENGGARA BARAT,5,Lower MC,Pertamax Turbo,22423,1.971
2020,52,NUSA TENGGARA BARAT,5,Lower MC,Premium,343118,30.1597
2020,52,NUSA TENGGARA BARAT,5,Lower MC,Tidak beli,113258,9.9553
2020,52,NUSA TENGGARA BARAT,6,Middle MC,Pertalite,40298,49.3491
2020,52,NUSA TENGGARA BARAT,6,Middle MC,Pertamax,10913,13.3641
2020,52,NUSA TENGGARA BARAT,6,Middle MC,Pertamax Turbo,723,0.8854
2020,52,NUSA TENGGARA BARAT,6,Middle MC,Premium,25109,30.7486
2020,52,NUSA TENGGARA BARAT,6,Middle MC,Tidak beli,4616,5.6528
2020,52,NUSA TENGGARA BARAT,7,Upper MC,Pertalite,3414,29.0677
2020,52,NUSA TENGGARA BARAT,7,Upper MC,Pertamax,544,4.6318
2020,52,NUSA TENGGARA BARAT,7,Upper MC,Premium,7787,66.3006
2020,52,NUSA TENGGARA BARAT,8,Upper Class,Pertalite,2487,26.9827
2020,52,NUSA TENGGARA BARAT,8,Upper Class,Pertamax,3995,43.3438
2020,52,NUSA TENGGARA BARAT,8,Upper Class,Premium,2254,24.4548
2020,52,NUSA TENGGARA BARAT,8,Upper Class,Tidak beli,481,5.2186
2020,53,NUSA TENGGARA TIMUR,1,Poor,Pertalite,69592,6.0318
2020,53,NUSA TENGGARA TIMUR,1,Poor,Pertamax,171738,14.8851
2020,53,NUSA TENGGARA TIMUR,1,Poor,Pertamax Turbo,7789,0.6751
2020,53,NUSA TENGGARA TIMUR,1,Poor,Premium,103075,8.9339
2020,53,NUSA TENGGARA TIMUR,1,Poor,Tidak beli,801563,69.4742
2020,53,NUSA TENGGARA TIMUR,2,Vulnerable,Pertalite,132774,8.5628
2020,53,NUSA TENGGARA TIMUR,2,Vulnerable,Pertamax,251569,16.224
2020,53,NUSA TENGGARA TIMUR,2,Vulnerable,Pertamax Turbo,2845,0.1835
2020,53,NUSA TENGGARA TIMUR,2,Vulnerable,Premium,355957,22.9561
2020,53,NUSA TENGGARA TIMUR,2,Vulnerable,Tidak beli,807453,52.0737
2020,53,NUSA TENGGARA TIMUR,3,Lower AMC,Pertalite,268136,16.7653
2020,53,NUSA TENGGARA TIMUR,3,Lower AMC,Pertamax,220133,13.7639
2020,53,NUSA TENGGARA TIMUR,3,Lower AMC,Pertamax Turbo,17230,1.0773
2020,53,NUSA TENGGARA TIMUR,3,Lower AMC,Premium,488895,30.5683
2020,53,NUSA TENGGARA TIMUR,3,Lower AMC,Tidak beli,604961,37.8253
2020,53,NUSA TENGGARA TIMUR,4,Upper AMC,Pertalite,104837,14.349
2020,53,NUSA TENGGARA TIMUR,4,Upper AMC,Pertamax,157263,21.5245
2020,53,NUSA TENGGARA TIMUR,4,Upper AMC,Pertamax Turbo,18057,2.4714
2020,53,NUSA TENGGARA TIMUR,4,Upper AMC,Premium,263002,35.9969
2020,53,NUSA TENGGARA TIMUR,4,Upper AMC,Tidak beli,187465,25.6582
2020,53,NUSA TENGGARA TIMUR,5,Lower MC,Pertalite,64160,14.151
2020,53,NUSA TENGGARA TIMUR,5,Lower MC,Pertamax,90753,20.0163
2020,53,NUSA TENGGARA TIMUR,5,Lower MC,Pertamax Turbo,16499,3.639
2020,53,NUSA TENGGARA TIMUR,5,Lower MC,Premium,220856,48.7115
2020,53,NUSA TENGGARA TIMUR,5,Lower MC,Tidak beli,61128,13.4823
2020,53,NUSA TENGGARA TIMUR,6,Middle MC,Pertalite,3516,13.7564
2020,53,NUSA TENGGARA TIMUR,6,Middle MC,Pertamax,7349,28.7531
2020,53,NUSA TENGGARA TIMUR,6,Middle MC,Pertamax Turbo,1342,5.2506
2020,53,NUSA TENGGARA TIMUR,6,Middle MC,Premium,12634,49.4307
2020,53,NUSA TENGGARA TIMUR,6,Middle MC,Tidak beli,718,2.8092
2020,53,NUSA TENGGARA TIMUR,7,Upper MC,Pertalite,312,13.2879
2020,53,NUSA TENGGARA TIMUR,7,Upper MC,Pertamax,376,16.0136
2020,53,NUSA TENGGARA TIMUR,7,Upper MC,Premium,1660,70.6985
2020,53,NUSA TENGGARA TIMUR,8,Upper Class,Pertalite,1598,36.7694
2020,53,NUSA TENGGARA TIMUR,8,Upper Class,Pertamax,127,2.9222
2020,53,NUSA TENGGARA TIMUR,8,Upper Class,Premium,2505,57.6392
2020,53,NUSA TENGGARA TIMUR,8,Upper Class,Tidak beli,116,2.6691
2020,61,KALIMANTAN BARAT,1,Poor,Pertalite,193887,52.8629
2020,61,KALIMANTAN BARAT,1,Poor,Pertamax,29909,8.1546
2020,61,KALIMANTAN BARAT,1,Poor,Pertamax Turbo,2367,0.6454
2020,61,KALIMANTAN BARAT,1,Poor,Premium,35482,9.6741
2020,61,KALIMANTAN BARAT,1,Poor,Tidak beli,105128,28.663
2020,61,KALIMANTAN BARAT,2,Vulnerable,Pertalite,589678,50.4257
2020,61,KALIMANTAN BARAT,2,Vulnerable,Pertamax,174157,14.8929
2020,61,KALIMANTAN BARAT,2,Vulnerable,Pertamax Turbo,2591,0.2216
2020,61,KALIMANTAN BARAT,2,Vulnerable,Premium,247540,21.1681
2020,61,KALIMANTAN BARAT,2,Vulnerable,Tidak beli,155433,13.2917
2020,61,KALIMANTAN BARAT,3,Lower AMC,Pertalite,736870,37.8329
2020,61,KALIMANTAN BARAT,3,Lower AMC,Pertamax,781432,40.1208
2020,61,KALIMANTAN BARAT,3,Lower AMC,Pertamax Turbo,38211,1.9619
2020,61,KALIMANTAN BARAT,3,Lower AMC,Premium,252594,12.9689
2020,61,KALIMANTAN BARAT,3,Lower AMC,Tidak beli,138590,7.1156
2020,61,KALIMANTAN BARAT,4,Upper AMC,Pertalite,284060,33.169
2020,61,KALIMANTAN BARAT,4,Upper AMC,Pertamax,450862,52.6461
2020,61,KALIMANTAN BARAT,4,Upper AMC,Pertamax Turbo,27418,3.2015
2020,61,KALIMANTAN BARAT,4,Upper AMC,Premium,63855,7.4562
2020,61,KALIMANTAN BARAT,4,Upper AMC,Tidak beli,30206,3.5271
2020,61,KALIMANTAN BARAT,5,Lower MC,Pertalite,340050,46.7545
2020,61,KALIMANTAN BARAT,5,Lower MC,Pertamax,311743,42.8625
2020,61,KALIMANTAN BARAT,5,Lower MC,Pertamax Turbo,16538,2.2739
2020,61,KALIMANTAN BARAT,5,Lower MC,Premium,34473,4.7398
2020,61,KALIMANTAN BARAT,5,Lower MC,Tidak beli,24506,3.3694
2020,61,KALIMANTAN BARAT,6,Middle MC,Pertalite,22183,59.2416
2020,61,KALIMANTAN BARAT,6,Middle MC,Pertamax,12004,32.0577
2020,61,KALIMANTAN BARAT,6,Middle MC,Pertamax Turbo,806,2.1525
2020,61,KALIMANTAN BARAT,6,Middle MC,Premium,1527,4.078
2020,61,KALIMANTAN BARAT,6,Middle MC,Tidak beli,925,2.4703
2020,61,KALIMANTAN BARAT,7,Upper MC,Pertalite,7222,76.9526
2020,61,KALIMANTAN BARAT,7,Upper MC,Pertamax,2010,21.4172
2020,61,KALIMANTAN BARAT,7,Upper MC,Premium,153,1.6303
2020,61,KALIMANTAN BARAT,8,Upper Class,Pertalite,2246,57.9463
2020,61,KALIMANTAN BARAT,8,Upper Class,Pertamax,1511,38.9835
2020,61,KALIMANTAN BARAT,8,Upper Class,Pertamax Turbo,119,3.0702
2020,62,KALIMANTAN TENGAH,1,Poor,Pertalite,61069,45.9386
2020,62,KALIMANTAN TENGAH,1,Poor,Pertamax,18738,14.0955
2020,62,KALIMANTAN TENGAH,1,Poor,Pertamax Turbo,4361,3.2805
2020,62,KALIMANTAN TENGAH,1,Poor,Premium,9145,6.8793
2020,62,KALIMANTAN TENGAH,1,Poor,Tidak beli,39623,29.8061
2020,62,KALIMANTAN TENGAH,2,Vulnerable,Pertalite,218424,43.7838
2020,62,KALIMANTAN TENGAH,2,Vulnerable,Pertamax,102697,20.586
2020,62,KALIMANTAN TENGAH,2,Vulnerable,Pertamax Turbo,17904,3.5889
2020,62,KALIMANTAN TENGAH,2,Vulnerable,Premium,86171,17.2733
2020,62,KALIMANTAN TENGAH,2,Vulnerable,Tidak beli,73673,14.768
2020,62,KALIMANTAN TENGAH,3,Lower AMC,Pertalite,268520,27.8503
2020,62,KALIMANTAN TENGAH,3,Lower AMC,Pertamax,465637,48.2948
2020,62,KALIMANTAN TENGAH,3,Lower AMC,Pertamax Turbo,106732,11.07
2020,62,KALIMANTAN TENGAH,3,Lower AMC,Premium,54723,5.6757
2020,62,KALIMANTAN TENGAH,3,Lower AMC,Tidak beli,68544,7.1092
2020,62,KALIMANTAN TENGAH,4,Upper AMC,Pertalite,77263,13.5349
2020,62,KALIMANTAN TENGAH,4,Upper AMC,Pertamax,356378,62.4302
2020,62,KALIMANTAN TENGAH,4,Upper AMC,Pertamax Turbo,84456,14.795
2020,62,KALIMANTAN TENGAH,4,Upper AMC,Premium,26328,4.6121
2020,62,KALIMANTAN TENGAH,4,Upper AMC,Tidak beli,26417,4.6277
2020,62,KALIMANTAN TENGAH,5,Lower MC,Pertalite,94133,17.5921
2020,62,KALIMANTAN TENGAH,5,Lower MC,Pertamax,314010,58.6839
2020,62,KALIMANTAN TENGAH,5,Lower MC,Pertamax Turbo,105023,19.6273
2020,62,KALIMANTAN TENGAH,5,Lower MC,Premium,7081,1.3233
2020,62,KALIMANTAN TENGAH,5,Lower MC,Tidak beli,14840,2.7734
2020,62,KALIMANTAN TENGAH,6,Middle MC,Pertalite,11106,28.9324
2020,62,KALIMANTAN TENGAH,6,Middle MC,Pertamax,12017,31.3057
2020,62,KALIMANTAN TENGAH,6,Middle MC,Pertamax Turbo,13790,35.9246
2020,62,KALIMANTAN TENGAH,6,Middle MC,Tidak beli,1473,3.8373
2020,62,KALIMANTAN TENGAH,7,Upper MC,Pertalite,1161,10.8657
2020,62,KALIMANTAN TENGAH,7,Upper MC,Pertamax,3514,32.8872
2020,62,KALIMANTAN TENGAH,7,Upper MC,Pertamax Turbo,5763,53.9354
2020,62,KALIMANTAN TENGAH,7,Upper MC,Premium,208,1.9467
2020,62,KALIMANTAN TENGAH,7,Upper MC,Tidak beli,39,0.365
2020,62,KALIMANTAN TENGAH,8,Upper Class,Pertalite,869,19.2044
2020,62,KALIMANTAN TENGAH,8,Upper Class,Pertamax,1898,41.9448
2020,62,KALIMANTAN TENGAH,8,Upper Class,Pertamax Turbo,1758,38.8508
2020,63,KALIMANTAN SELATAN,1,Poor,Pertalite,64955,34.5739
2020,63,KALIMANTAN SELATAN,1,Poor,Pertamax,19332,10.2899
2020,63,KALIMANTAN SELATAN,1,Poor,Premium,43138,22.9613
2020,63,KALIMANTAN SELATAN,1,Poor,Tidak beli,60448,32.1749
2020,63,KALIMANTAN SELATAN,2,Vulnerable,Pertalite,292520,32.828
2020,63,KALIMANTAN SELATAN,2,Vulnerable,Pertamax,170979,19.1881
